instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,title,iscross
"Biatowas,John E",.....F. 12:10PM-02:10PM;,MST301;,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC442,Fall2017,Chamber Music Ensemble,FALSE
"LaRusso,Salvatore",..T.... 07:10PM-09:40PM;,CROWELL;,40,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC443,Fall2017,Wesleyan Wind Ensemble (WesWinds),FALSE
"Dankwa,John Wesley",..T.R.. 02:50PM-04:10PM;,RHH109;,35,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC445,Fall2017,West African Music and Culture--Beginners,FALSE
"Dankwa,John Wesley",..T.R.. 06:40PM-08:10PM;,RHH109;,14,3,3,6,NA,3,3,2,0,FALSE,01,MUSC447,Fall2017,West African Music and Culture--Advanced,FALSE
"Monts,Marichal B",.M..... 07:40PM-10:40PM;,RHH003;,100,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC448,Fall2017,Ebony Singers: Gospel Music,TRUE
"Arhine,Adwoa",.M.W... 01:20PM-02:40PM;,USDANDRUM;,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC450,Fall2017,Steelband,FALSE
"Harjito,I.",..T.R.. 10:20AM-11:40AM;,WMH;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC451,Fall2017,Javanese Gamelan--Beginners,FALSE
"Harjito,I.",.M..R.. 08:10PM-10:10PM;,WMH;,19,4,4,13,NA,4,4,3,0,FALSE,01,MUSC452,Fall2017,Javanese Gamelan--Advanced,FALSE
"Baerman,Noah",...W... 05:10PM-07:10PM;,RHH001;,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC455,Fall2017,Jazz Ensemble,FALSE
"Sorey,Tyshawn",.M.W... 02:50PM-04:10PM;,RHH003;,19,3,3,10,2,3,3,3,2,FALSE,01,MUSC459,Fall2017,Real-Time Autoschediasms for Electroacoustic Creative Orchestra Part I,TRUE
"Ishiguro,Maho Amy",....R.. 05:15PM-07:15PM;,HALL56;,100,NA,NA,92,100,NA,NA,NA,NA,FALSE,01,E&ES500,Fall2017,Graduate Pedagogy,TRUE
"Bishop,Cameron",TBA;,TBA,100,NA,NA,94,100,NA,NA,NA,NA,FALSE,02,E&ES500,Fall2017,Graduate Pedagogy,TRUE
"Gilmore,Martha S.",TBA;,TBA,100,NA,NA,92,100,NA,NA,NA,NA,FALSE,03,E&ES500,Fall2017,Graduate Pedagogy,TRUE
"Galloway,Kate",.M..... 08:50AM-11:40AM;,OLIN327B;,8,0,0,-1,8,0,0,0,0,FALSE,01,MUSC507,Fall2017,Practicing Ethnomusicology,FALSE
"Waterman,Alex",...W... 04:00PM-07:00PM;,RHH105;,10,0,0,3,10,0,NA,NA,NA,FALSE,01,MUSC508,Fall2017,Graduate Seminar in Composition,FALSE
"Charry,Eric",...W... 08:50AM-11:40AM;,OLIN327B;,15,NA,NA,6,15,NA,NA,NA,NA,FALSE,01,MUSC510,Fall2017,Graduate Proseminar in World Music Studies,FALSE
"Bruce,Neely",..T.... 04:25PM-06:10PM;,RHH003;,25,NA,NA,9,25,NA,NA,NA,NA,FALSE,01,MUSC530,Fall2017,Department of Music Colloquium,FALSE
"Sorey,Tyshawn",.M.W... 01:20PM-02:40PM;,RHH003;,60,0,0,9,NA,3,3,22,32,FALSE,01,MUSC103,Spring2018,Materials and Design,FALSE
"Ebrecht,Ronald",..T.R.. 10:20AM-11:40AM;,CHPL;,30,2,3,18,NA,2,3,10,10,FALSE,01,MUSC105,Spring2018,Music History Seen From Keyboard Instruments,FALSE
"Sumarsam,Prof.",.M..... 09:50AM-10:40AM; ...W.F. 09:50AM-10:40AM;,WMH;  MST301;,19,2,2,6,NA,2,3,5,5,FALSE,01,MUSC111,Spring2018,Music and Theater of Indonesia,TRUE
"Galloway,Kate",.M.W... 10:50AM-12:10PM;,RHH003;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,01,MUSC122,Spring2018,"Sample, Remix, Reuse, and Replay: Approaches to Musical Adaptation in Audiovisual Culture",TRUE
"Grant,Roger Mathew",..T.R.. 08:50AM-10:10AM;,MST301;,25,3,4,4,NA,1,1,8,8,FALSE,01,MUSC201,Spring2018,Tonal Harmony,FALSE
"Bruce,Neely",..T.R.. 02:50PM-04:10PM;,RHH003;,12,6,3,5,NA,0,3,0,0,FALSE,01,MUSC207,Spring2018,Orchestration,FALSE
"Nelson,David Paul",.M.W... 01:20PM-02:40PM;,RHH109;,14,2,2,8,NA,2,2,2,4,FALSE,01,MUSC212,Spring2018,South Indian Music: Solkattu,FALSE
"Waterman,Alex",.M.W... 01:20PM-02:40PM;,AWKS112;,15,0,5,-2,NA,0,3,3,4,FALSE,01,MUSC220,Spring2018,"Composing, Performing, and Listening to Experimental Music",FALSE
"Waterman,Alex",.M.W... 02:50PM-04:10PM;,AWKS112;,16,8,8,0,NA,0,0,0,0,FALSE,01,MUSC223,Spring2018,"Music, Recording, and Sound Design",FALSE
"Potemkina,Nadya",..T.R.. 01:20PM-02:40PM;,OLIN327B;,15,3,3,5,NA,3,2,2,2,FALSE,01,MUSC246,Spring2018,The Symphony: Evolution of Genre,FALSE
"Galloway,Kate",.M.W... 02:50PM-04:10PM;,MST301;,19,4,6,1,NA,1,1,5,2,FALSE,01,MUSC286,Spring2018,"Playing with Sound: Ludic Performance, Games, and Music as Play",FALSE
"Zheng,Su",..T.R.. 02:50PM-04:10PM;,MST301;,19,3,6,16,NA,1,1,5,3,FALSE,01,MUSC290,Spring2018,How Ethnomusicology Works,FALSE
"Balasubrahmaniyan,B.",.M.W... 10:50AM-12:10PM;,MST301;,15,7,8,6,NA,NA,NA,NA,NA,FALSE,01,MUSC300,Spring2018,Seminar for Music Majors,FALSE
"Hoggard,Jay Clinton",..T.R.. 10:20AM-11:40AM;,RHH003;,26,7,8,15,NA,3,3,3,2,FALSE,02,MUSC300,Spring2018,Seminar for Music Majors,FALSE
"Wiseman,Roy H.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Bennett,Garrett",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,02,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Ribchinsky,Julie Ann",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,03,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Aklaff,Pheeroan",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,05,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Standaart,Peter",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,06,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Hoyle,Robert J.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,07,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Blanchard,Carver",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,08,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Lombardozzi,Tony",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Sesma,Megan",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,11,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Van Cleve,Libby",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Bozzi,Eugene",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,14,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Halsted,Carolyn Frances",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,16,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Braun,William R.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,17,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Simmons,Fred",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,18,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Bennett,Garrett",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,19,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Brown,Nancy",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,22,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Lazur,Allison",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,23,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Warshaw,Marvin D.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,24,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Elliot,Perry C.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,25,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Gale,Priscilla E.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Earhart,Robert",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,27,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Yueh,Chai-lun",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,29,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Duruoz,Cem",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,33,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Scott,Stanley A.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,35,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Edwards,Peter Craig",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,36,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Bergeron,John R.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,37,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Gates,Giacomo",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,38,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Suriyakham,Charlie",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,42,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Stockton,Sarah",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,44,MUSC405,Spring2018,Private Music Lessons for Nonmusic Majors,FALSE
"Wiseman,Roy H.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Bennett,Garrett",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,02,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Ribchinsky,Julie Ann",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,03,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Aklaff,Pheeroan",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,05,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Standaart,Peter",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,06,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Hoyle,Robert J.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,07,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Blanchard,Carver",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,08,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Lombardozzi,Tony",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Sesma,Megan",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,11,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Van Cleve,Libby",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Bozzi,Eugene",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,14,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Halsted,Carolyn Frances",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,16,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Braun,William R.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,17,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Simmons,Fred",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,18,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Bennett,Garrett",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,19,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Brown,Nancy",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,22,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Lazur,Allison",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,23,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Warshaw,Marvin D.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,24,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Elliot,Perry C.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,25,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Gale,Priscilla E.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Earhart,Robert",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,27,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Gopalakrishnan,Kalyanasundaram",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,28,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Yueh,Chai-lun",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,29,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Duruoz,Cem",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,33,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Scott,Stanley A.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,35,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Edwards,Peter Craig",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,36,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Bergeron,John R.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,37,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Gates,Giacomo",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,38,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Suriyakham,Charlie",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,42,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Stockton,Sarah",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,44,MUSC406,Spring2018,Private Music Lessons for Declared Music Majors,FALSE
"Balasubrahmaniyan,B.",.M.W... 02:50PM-04:10PM;,RHH109;,10,1,2,-9,1,0,0,2,4,FALSE,01,MUSC430,Spring2018,South Indian Voice--Beginning,FALSE
"Balasubrahmaniyan,B.",..T.R.. 10:20AM-11:40AM;,MST301;,8,2,2,1,NA,2,1,1,0,FALSE,01,MUSC431,Spring2018,South Indian Voice--Intermediate,FALSE
"Nelson,David Paul",TBA;,TBA,8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC433,Spring2018,South Indian Music--Percussion,FALSE
"Potemkina,Nadya",..T.R.. 05:00PM-06:30PM;,CROWELL;,70,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC436,Spring2018,Wesleyan Concert Choir,FALSE
"Potemkina,Nadya",.M..... 06:30PM-09:00PM;,CROWELL;,100,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC439,Spring2018,Wesleyan University Orchestra,FALSE
"Ebrecht,Ronald",..T.R.. 01:20PM-02:40PM;,CHPL;,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC441,Spring2018,"Pipe Organ in Theory and Practice, from Sanctuary to Stage: A Performance-Based Examination of Music",FALSE
"Ebrecht,Ronald",..T.R.. 02:50PM-04:10PM;,CHPL;,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,02,MUSC441,Spring2018,"Pipe Organ in Theory and Practice, from Sanctuary to Stage: A Performance-Based Examination of Music",FALSE
"Biatowas,John E",.....F. 11:00AM-01:15PM;,MST301;,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC442,Spring2018,Chamber Music Ensemble,FALSE
"LaRusso,Salvatore",..T.... 07:10PM-09:40PM;,CROWELL;,40,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC443,Spring2018,Wesleyan Wind Ensemble (WesWinds),FALSE
"Dankwa,John Wesley",..T.R.. 02:50PM-04:10PM;,RHH109;,25,5,5,-9,NA,4,4,4,3,FALSE,01,MUSC446,Spring2018,West African Music and Culture--Intermediate,FALSE
"Dankwa,John Wesley",..T.R.. 06:40PM-08:10PM;,RHH109;,14,3,3,0,NA,3,3,2,0,FALSE,01,MUSC447,Spring2018,West African Music and Culture--Advanced,FALSE
"Monts,Marichal B",.M..... 07:40PM-10:40PM;,CHPL;,100,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC448,Spring2018,Ebony Singers: Gospel Music,TRUE
"Arhine,Adwoa",..T.R.. 08:50AM-10:10AM;,USDANDRUM;,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC450,Spring2018,Steelband,FALSE
"Harjito,I.    Sumarsam,Prof.",..T.R.. 10:20AM-11:40AM;,WMH;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC451,Spring2018,Javanese Gamelan--Beginners,FALSE
"Harjito,I.    Sumarsam,Prof.",.M..R.. 08:10PM-10:10PM;,WMH;,19,4,4,3,NA,3,4,4,0,FALSE,01,MUSC452,Spring2018,Javanese Gamelan--Advanced,FALSE
"Baerman,Noah",...W... 05:10PM-07:10PM;,RHH001;,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC455,Spring2018,Jazz Ensemble,FALSE
"Hoggard,Jay Clinton",..T.R.. 01:20PM-02:40PM;,RHH001;,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC456,Spring2018,Jazz Improvisation Performance,TRUE
"Sorey,Tyshawn",.M.W... 02:50PM-04:10PM;,CROWELL;,19,3,3,-5,2,3,3,3,2,FALSE,01,MUSC460,Spring2018,Real-Time Autoschediasms for Electroacoustic Creative Orchestra Part II,TRUE
"Nelson,David Paul",...W... 04:15PM-05:30PM;,OLIN3278;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC463,Spring2018,Teaching Music Lessons to Children in Local Schools,FALSE
"Matthusen,Paula",.M..... 04:30PM-07:30PM;,AWKS112;,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC464,Spring2018,Laptop Ensemble,FALSE
"Bruce,Neely",...W... 05:00PM-07:30PM;,MST301;,10,NA,NA,3,10,NA,NA,NA,NA,FALSE,01,MUSC509,Spring2018,Special Studies in Contemporary Music,FALSE
"Grant,Roger Mathew",...W... 08:50AM-11:40AM;,OLIN327B;,10,NA,NA,-1,10,NA,NA,NA,NA,FALSE,01,MUSC520,Spring2018,Explorations in Musicology,FALSE
"Bruce,Neely",....R.. 04:25PM-06:10PM;,RHH003;,25,NA,NA,9,25,NA,NA,NA,NA,FALSE,01,MUSC530,Spring2018,Department of Music Colloquium,FALSE
"Jackson,Elizabeth Anne",.M.W.F. 09:50AM-10:40AM;,FISK122;,18,0,0,10,NA,4,4,10,0,FALSE,01,PORT155,Fall2017,Portuguese (Romance Language Speakers) I,FALSE
"Jackson,Elizabeth Anne",.M.W.F. 09:50AM-10:40AM;,FISK312;,18,0,0,10,NA,4,4,10,0,FALSE,01,PORT156,Spring2018,Portuguese (Romance Language Speakers) II,FALSE
"Aleshkovsky,Irina",.M.W.F. 01:20PM-02:10PM; ..T.R.. 08:50AM-09:40AM;,FISK101;  FISK101;,18,1,2,16,NA,0,0,3,12,FALSE,01,RUSS101,Fall2017,Elementary Russian I,FALSE
"Aleshkovsky,Irina",.M.W.F. 09:50AM-10:40AM;,FISK101;,19,0,0,12,NA,0,1,9,9,FALSE,01,RUSS201,Fall2017,Intermediate Russian I,FALSE
"Fusso,Susanne Grace",.M.W... 10:50AM-12:10PM;,FISK312;,19,2,2,1,NA,2,2,2,9,FALSE,01,RUSS205,Fall2017,"Murder and Adultery: Dostoevsky, Tolstoy, and the 19th-Century Russian Novel",TRUE
"Fusso,Susanne Grace",.M.W... 02:50PM-04:10PM;,FISK413;,15,NA,NA,9,NA,NA,NA,NA,15,FALSE,01,RUSS240,Fall2017,Reading Stories: Great Short Works from Tolstoy to Petrushevskaya,TRUE
"Aleshkovsky,Irina",.M.W.F. 10:50AM-11:40AM;,FISK403;,15,1,2,13,NA,0,0,7,5,FALSE,01,RUSS301,Fall2017,Third-Year Russian I,FALSE
"Aleshkovsky,Irina",.M.W.F. 01:20PM-02:10PM; ..T.R.. 08:50AM-09:40AM;,FISK414;  FISK414;,18,1,2,16,NA,0,0,3,12,FALSE,01,RUSS102,Spring2018,Elementary Russian II,FALSE
"Aleshkovsky,Irina",.M.W.F. 09:50AM-10:40AM;,FISK414;,15,1,2,9,NA,0,0,6,6,FALSE,01,RUSS202,Spring2018,Intermediate Russian II,FALSE
"Aleshkovsky,Irina",.M.W.F. 10:50AM-11:40AM;,FISK414;,15,1,2,13,NA,0,0,7,5,FALSE,01,RUSS302,Spring2018,Third-Year Russian II,FALSE
"Perez-Girones,Ana M.",.M.W.F. 10:50AM-11:40AM;,FISK414;,18,NA,NA,4,NA,NA,NA,4,14,FALSE,01,SPAN101,Fall2017,Elementary Spanish I,FALSE
"Flores-Cuadra,Octavio",.M.W.F. 10:50AM-11:40AM;,FISK101;,18,NA,NA,-1,NA,NA,NA,4,14,FALSE,01,SPAN103,Fall2017,Elementary Spanish for High Beginners,FALSE
"Neary,Louise C.",.M.W.F. 09:50AM-10:40AM;,FISK121;,18,NA,NA,3,NA,NA,NA,8,10,FALSE,01,SPAN111,Fall2017,Intermediate Spanish I,FALSE
"Neary,Louise C.",.M.W.F. 10:50AM-11:40AM;,FISK121;,18,NA,NA,5,NA,NA,NA,8,10,FALSE,02,SPAN111,Fall2017,Intermediate Spanish I,FALSE
"Flores-Cuadra,Octavio",.M.W.F. 01:20PM-02:10PM;,FISK305;,18,NA,NA,4,NA,NA,NA,8,10,FALSE,03,SPAN111,Fall2017,Intermediate Spanish I,FALSE
"Flores-Cuadra,Octavio",.M.W.F. 02:50PM-03:40PM;,FISK305;,18,NA,NA,3,NA,NA,NA,8,10,FALSE,04,SPAN111,Fall2017,Intermediate Spanish I,FALSE
"Neary,Louise C.",.M.W.F. 08:50AM-09:40AM;,FISK121;,18,NA,NA,0,NA,NA,NA,9,9,FALSE,01,SPAN113,Fall2017,Intermediate-Advanced Spanish,FALSE
"Perez-Girones,Ana M.",.M.W.F. 09:50AM-10:40AM;,FISK414;,18,NA,NA,2,NA,NA,NA,9,9,FALSE,02,SPAN113,Fall2017,Intermediate-Advanced Spanish,FALSE
"Park,Paula C.",.M.W.F. 08:50AM-09:40AM;,FISK414;,18,0,0,3,NA,0,2,9,7,FALSE,01,SPAN221,Fall2017,Introduction to Hispanic Literatures and Advanced Practice in Spanish,FALSE
"Conn,Robert T.",.M.W.F. 09:50AM-10:40AM;,FISK314;,18,0,0,4,NA,0,2,9,7,FALSE,02,SPAN221,Fall2017,Introduction to Hispanic Literatures and Advanced Practice in Spanish,FALSE
"Armstrong Roche,Michael",.M.W.F. 10:50AM-11:40AM;,FISK305;,18,0,0,5,NA,0,2,9,7,FALSE,03,SPAN221,Fall2017,Introduction to Hispanic Literatures and Advanced Practice in Spanish,FALSE
"Treme,Matthew James",.M.W.F. 01:20PM-02:10PM;,FISK312;,18,0,0,2,NA,0,2,9,7,FALSE,04,SPAN221,Fall2017,Introduction to Hispanic Literatures and Advanced Practice in Spanish,FALSE
"Rodriguez Argente del Castillo,Juan Pablo",.M.W.F. 09:50AM-10:40AM;,FISK302;,15,NA,NA,8,NA,NA,NA,NA,15,FALSE,05,SPAN221,Fall2017,Introduction to Hispanic Literatures and Advanced Practice in Spanish,FALSE
"Checa,Julio Enrique",..T.R.. 02:50PM-04:10PM;,FISK404;,18,10,3,13,NA,1,1,2,1,FALSE,01,SPAN261,Fall2017,"Sites of Resistance & Memory: Theater, Performance, & Political Consciousness in Contemporary Spain",TRUE
"Park,Paula C.",.M.W... 01:20PM-02:40PM;,FISK414;,18,10,3,2,NA,1,1,2,1,FALSE,01,SPAN275,Fall2017,Multilingual Aesthetics in Latin America,TRUE
"Treme,Matthew James",..T.... 07:10PM-10:00PM;,FISK413;,18,10,3,9,NA,1,1,2,1,FALSE,01,SPAN276,Fall2017,"Body, Voice, Text: Theater and the Transmission of Experience",TRUE
"Treme,Matthew James",..T.R.. 08:50AM-10:10AM;,FISK305;,18,10,3,13,NA,1,1,2,1,FALSE,01,SPAN283,Fall2017,Literature and Culture of Peru,TRUE
"Conn,Robert T.",..T.R.. 01:20PM-02:40PM;,RLANB2;,18,10,3,2,NA,1,1,2,1,FALSE,01,SPAN290,Fall2017,From the Muralists to the Narconovela: The Public Intellectual in Mexico,TRUE
"Perez-Girones,Ana M.",.M.W.F. 10:50AM-11:40AM;,FISK101;,18,NA,NA,6,NA,NA,NA,4,14,FALSE,01,SPAN102,Spring2018,Elementary Spanish II,FALSE
"Flores-Cuadra,Octavio",.M.W.F. 10:50AM-11:40AM;,FISK122;,18,NA,NA,-2,NA,NA,NA,8,10,FALSE,01,SPAN110,Spring2018,Spanish for High Beginners,FALSE
"Perez-Girones,Ana M.",.M.W.F. 08:50AM-09:40AM;,FISK101;,18,NA,NA,2,NA,NA,0,8,10,FALSE,01,SPAN112,Spring2018,Intermediate Spanish II,FALSE
