instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,title,iscross
"Ponsavady,St�phanie",.M.W.F. 09:50AM-10:40AM;,ALLB004;,18,0,0,5,NA,1,1,6,10,FALSE,01,FREN102,Spring2018,Elementary French II,FALSE
"Ostrow,Catherine R.",.M.W.F. 10:50AM-11:40AM;,RLANB2;,18,0,0,5,NA,1,1,6,10,FALSE,02,FREN102,Spring2018,Elementary French II,FALSE
"Meere,Michael",.M.W.F. 01:20PM-02:10PM;,FISK314;,18,0,0,10,NA,1,1,6,10,FALSE,03,FREN102,Spring2018,Elementary French II,FALSE
"Paris-Bouvret,Emmanuel",.M.W.F. 09:50AM-10:40AM;,RLANB2;,18,0,0,2,NA,0,0,9,9,FALSE,01,FREN112,Spring2018,Intermediate French II,FALSE
"Poisson,Catherine",.M.W.F. 10:50AM-11:40AM;,FISK121;,18,0,0,5,NA,0,0,9,9,FALSE,02,FREN112,Spring2018,Intermediate French II,FALSE
"Rider,Jeff",.M.W.F. 08:50AM-09:40AM;,ALLB304;,18,0,0,11,NA,0,0,8,10,FALSE,01,FREN215,Spring2018,Composition and Conversation,FALSE
"Poisson,Catherine",.M.W.F. 09:50AM-10:40AM;,FISK121;,18,0,0,3,NA,0,0,8,10,FALSE,02,FREN215,Spring2018,Composition and Conversation,FALSE
"Ostrow,Catherine R.",.M.W.F. 01:20PM-02:10PM;,RLANB2;,18,0,4,0,NA,0,0,9,5,FALSE,01,FREN223,Spring2018,French Way(s),FALSE
"Ponsavady,Stéphanie",.M...F. 10:50AM-12:10PM;,ALLB004;,18,12,6,10,NA,0,0,0,0,FALSE,01,FREN310,Spring2018,"French Crowds, Mobs, and Mobilities",FALSE
"Weisberg,Meg Furniss",..T.R.. 02:50PM-04:10PM;,116MTV102;,18,12,6,13,NA,0,0,0,0,FALSE,01,FREN382,Spring2018,Jungle and Desert in Francophone African Literature,FALSE
"Weisberg,Meg Furniss",..T.R.. 01:20PM-02:40PM;,FISK305;,15,NA,NA,10,NA,NA,NA,NA,15,FALSE,01,FIST125,Fall2017,Jungle and Desert Adventures,FALSE
"Rider,Jeff",.M.W.F. 09:50AM-10:40AM;,ALLB304;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,01,FIST176,Fall2017,Days and Knights of the Round Table,TRUE
"Gonzalez,Bernardo Antonio",..T.R.. 08:50AM-10:10AM;,FISK122;,25,5,10,23,NA,1,9,NA,NA,FALSE,01,CGST201,Fall2017,Crossing Identities & Borders: Processing Study Abroad,TRUE
"Greene,Nathanael",.M.W.F. 09:50AM-10:40AM;,PAC421;,40,8,7,22,NA,7,6,6,6,FALSE,01,HIST220,Spring2018,France Since 1870,TRUE
"Rider,Jeff",.M.W... 10:50AM-12:10PM;,FISK210;,18,6,6,17,NA,3,3,0,0,FALSE,01,FIST232,Spring2018,Obscure Enigma of Desire,TRUE
"Barlow,Rachael",.M..... 01:20PM-02:40PM;,ALLB113;,15,2,4,7,NA,2,4,3,NA,FALSE,01,FIST250,Spring2018,Integrative Learning Project 1: Reflecting About the Liberal Arts,FALSE
"Curran,Andrew",.M.W... 10:50AM-12:10PM;,CFH106;,18,0,0,8,NA,5,4,5,4,FALSE,01,AFAM325,Spring2018,Race and the Enlightenment: A Historical and Philosophical Enquiry,TRUE
"Barlow,Rachael",...W... 01:20PM-02:40PM;,ALLB113;,15,8,NA,12,NA,7,NA,NA,NA,FALSE,01,FIST350,Spring2018,Integrative Learning Project 2: Senior Capstone,FALSE
"Winston,Krishna R.",..T.R.. 10:20AM-11:40AM;,FISK412;,15,NA,NA,-1,NA,NA,NA,NA,15,FALSE,01,GRST230,Fall2017,The Simple Life,TRUE
"Bork-Goldfield,Iris",.M.W.F. 08:50AM-09:40AM;,FISK305;,19,0,0,10,NA,2,3,4,10,FALSE,01,GRST101,Fall2017,Elementary German,FALSE
"Bork-Goldfield,Iris",.M.W.F. 09:50AM-10:40AM;,FISK305;,19,0,0,4,NA,2,3,4,10,FALSE,02,GRST101,Fall2017,Elementary German,FALSE
"Bork-Goldfield,Iris",.M.W.F. 02:50PM-03:40PM;,FISK312;,16,0,0,2,NA,2,4,7,3,FALSE,01,GRST211,Fall2017,Intermediate German,FALSE
"Baeumel,Martin",.M.W.F. 10:50AM-11:40AM;,ANTH6;,16,0,0,5,NA,1,4,8,3,FALSE,02,GRST211,Fall2017,Intermediate German,FALSE
"Baeumel,Martin",..T.R.. 10:20AM-11:40AM;,FISK403;,16,2,4,11,NA,1,3,3,3,FALSE,01,GRST217,Fall2017,German Culture Today,FALSE
"Grimmer-Solem,Erik",..T.R.. 01:20PM-02:40PM;,PAC004;,30,5,4,0,NA,5,6,5,5,FALSE,01,HIST263,Fall2017,"Inside Nazi Germany, 1933--1945",TRUE
"Plass,Ulrich",..T.R.. 02:50PM-04:10PM;,FISK101;,15,3,3,9,NA,3,3,3,0,FALSE,01,GRST310,Fall2017,Newest German Literature,FALSE
"Bork-Goldfield,Iris",.M.W.F. 09:50AM-10:40AM;,FISK314;,19,0,0,5,NA,2,3,4,10,FALSE,01,GRST102,Spring2018,Elementary German,FALSE
"Bork-Goldfield,Iris",.M.W.F. 10:50AM-11:40AM;,FISK314;,19,0,0,8,NA,2,3,4,10,FALSE,02,GRST102,Spring2018,Elementary German,FALSE
"Baeumel,Martin",.M.W.F. 09:50AM-10:40AM;,FISK305;,16,0,2,5,NA,0,2,8,4,FALSE,01,GRST212,Spring2018,Practice in Speaking and Writing German,FALSE
"Grimmer-Solem,Erik",.M.W... 01:20PM-02:40PM;,PAC421;,19,5,5,6,NA,4,5,0,0,FALSE,01,HIST319,Spring2018,"Crisis, Creativity, and Modernity in the Weimar Republic, 1918--1933",TRUE
"Winston,Krishna R.",.M.W... 02:50PM-04:10PM;,FISK403;,15,3,3,9,NA,2,2,3,2,FALSE,01,GRST335,Spring2018,"Deutschland ""Multikulti"":  Expressions of Germany's Cultural Diversity",FALSE
"Szegedy-Maszak,Andrew",.M.W... 10:50AM-12:10PM; .....F. 10:50AM-11:40AM;,DWNY100;  DWNY100;,19,1,1,17,NA,1,1,7,8,FALSE,01,GRK102,Fall2017,Introduction to Ancient Greek: Semester II,FALSE
"Visvardi,Eirene",.M.W... 10:50AM-12:10PM;,DWNY208;,15,4,4,11,NA,2,4,1,0,FALSE,01,GRK365,Fall2017,Greek Tragedy: Euripides,TRUE
"Birney,Kate",.M.W... 10:50AM-12:10PM; .....F. 10:50AM-11:40AM;,DWNY208;   ;,10,0,3,0,NA,0,0,4,3,FALSE,01,GRK101,Spring2018,Introduction to Ancient Greek: Semester I,FALSE
"Visvardi,Eirene",..T.R.. 01:20PM-02:40PM;,DWNY208;,12,4,3,6,NA,1,1,2,1,FALSE,01,GRK275,Spring2018,Homeric Epic,FALSE
"Katz,Dalit",.M.W.F. 09:50AM-10:40AM;,FISK208;,18,0,0,10,NA,0,1,5,12,FALSE,01,HEBR101,Fall2017,Elementary Hebrew I,FALSE
"Katz,Dalit",.M.W.F. 10:50AM-11:40AM;,FISK208;,18,0,0,13,NA,1,2,10,5,FALSE,01,HEBR201,Fall2017,Intermediate Hebrew I,FALSE
"Katz,Dalit",..T.R.. 10:20AM-11:40AM;,RSCSEM;,18,0,0,15,NA,3,6,6,3,FALSE,01,HEBR211,Fall2017,Hebrew Literature,FALSE
"Katz,Dalit",.M.W.F. 09:50AM-10:40AM;,FISK208;,18,0,0,8,NA,0,1,5,12,FALSE,01,HEBR102,Spring2018,Elementary Hebrew II,FALSE
"Katz,Dalit",.M.W.F. 10:50AM-11:40AM;,FISK208;,18,0,0,13,NA,1,2,10,5,FALSE,01,HEBR202,Spring2018,Intermediate Hebrew II,FALSE
"Zamboni,Camilla",.M.W.F. 08:50AM-09:40AM;,FISK413;,18,0,0,6,NA,0,0,6,12,FALSE,01,ITAL101,Fall2017,Elementary Italian I,FALSE
"Aresu,Francesco Marco",.M.W.F. 09:50AM-10:40AM;,FISK210;,18,0,0,6,NA,0,0,6,12,FALSE,02,ITAL101,Fall2017,Elementary Italian I,FALSE
"Zamboni,Camilla",.M.W.F. 09:50AM-10:40AM;,FISK413;,18,0,0,7,NA,0,3,12,3,FALSE,01,ITAL111,Fall2017,Intermediate Italian I,FALSE
"Zamboni,Camilla",.M.W.F. 10:50AM-11:40AM;,FISK413;,18,0,0,12,NA,0,3,12,3,FALSE,02,ITAL111,Fall2017,Intermediate Italian I,FALSE
"Aresu,Francesco Marco",.M.W.F. 10:50AM-11:40AM;,FISK404;,18,0,8,5,NA,0,5,3,2,FALSE,01,ITAL221,Fall2017,Advanced Italian Practice in Context I,FALSE
"Anatrone,Sole",..T.R.. 10:20AM-11:40AM;,FISK305;,18,4,3,5,NA,4,3,2,2,FALSE,01,ITAL231,Fall2017,Italian Colonialism and Its Legacies,FALSE
"Anatrone,Sole",..T.... 07:10PM-10:00PM;,BOGH115;,25,2,3,3,NA,2,3,7,8,FALSE,01,FIST233,Fall2017,Modern Italy on the Silver Screen: 1960--2015,TRUE
"Anatrone,Sole",.M.W.F. 08:50AM-09:40AM;,FISK122;,18,0,0,12,NA,0,0,6,12,FALSE,01,ITAL102,Spring2018,Elementary Italian II,FALSE
"Anatrone,Sole",.M.W.F. 09:50AM-10:40AM;,FISK122;,18,0,0,4,NA,0,0,6,12,FALSE,02,ITAL102,Spring2018,Elementary Italian II,FALSE
"Zamboni,Camilla",.M.W.F. 02:50PM-03:40PM;,FISK413;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,ITAL103,Spring2018,Intensive Italian,FALSE
"Zamboni,Camilla",.M.W.F. 09:50AM-10:40AM;,FISK413;,16,0,0,9,NA,0,3,11,2,FALSE,01,ITAL112,Spring2018,Intermediate Italian II,FALSE
"Zamboni,Camilla",.M.W.F. 10:50AM-11:40AM;,FISK413;,16,0,0,8,NA,0,3,11,2,FALSE,02,ITAL112,Spring2018,Intermediate Italian II,FALSE
"Anatrone,Sole",.M.W.F. 10:50AM-11:40AM;,FISK404;,18,0,5,13,NA,2,6,3,2,FALSE,01,ITAL222,Spring2018,Advanced Italian Practice in Context II,FALSE
"Witzke,Serena S.",.M.W... 01:20PM-02:40PM; .....F. 01:20PM-02:10PM;,FISK403;  FISK404;,25,1,2,22,NA,1,3,8,10,FALSE,01,LAT101,Fall2017,First-Year Latin: Semester I,FALSE
"Parslow,Christopher",..T.R.. 01:20PM-02:40PM;,FISK404;,19,3,3,12,NA,2,3,4,4,FALSE,01,LAT201,Fall2017,Catullus and Cicero: Love and Life in Republican Rome,FALSE
"Witzke,Serena S.",..T.R.. 01:20PM-02:40PM;,DWNY208;,19,4,4,14,NA,3,3,3,2,FALSE,01,LAT301,Fall2017,Petronius,FALSE
"Witzke,Serena S.",.M.W... 01:20PM-02:40PM; .....F. 01:20PM-02:10PM;,DWNY115;  DWNY115;,37,2,3,34,NA,2,5,10,15,FALSE,01,LAT102,Spring2018,First-Year Latin: Semester II,FALSE
"Witzke,Serena S.",..T.R.. 02:50PM-04:10PM;,DWNY208;,16,2,3,13,NA,1,2,4,4,FALSE,01,LAT202,Spring2018,Ovid: METAMORPHOSES,FALSE
"Szegedy-Maszak,Andrew",..T.R.. 02:50PM-04:10PM;,RLAN106;,12,3,3,7,NA,1,1,2,2,FALSE,01,LAT322,Spring2018,Lucretius,FALSE
"Lor,Kia",TBA;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,NANA,NANA,Beginning Danish I,FALSE
"Lor,Kia",TBA;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,NANA,NANA,Beginning Hindi,FALSE
"Basile,Joseph M.",.M.W.F. 12:00PM-12:50PM;,FISK121;,19,0,0,0,NA,2,6,6,5,FALSE,01,LANG190,Fall2017,American Sign Language I,FALSE
"Warren,Leslie A.   Vinci,Keith",.M.W.F. 08:50AM-09:40AM;,FISK101;,19,0,0,3,NA,2,6,6,5,FALSE,02,LANG190,Fall2017,American Sign Language I,FALSE
"Basile,Joseph M.",.M.W.F. 01:20PM-02:10PM;,FISK121;,15,0,0,7,NA,3,6,6,0,FALSE,01,LANG290,Fall2017,American Sign Language and Current Issues,FALSE
"Lor,Kia",TBA;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,NANA,NANA,Beginning Danish I,FALSE
"Lor,Kia",TBA;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,NANA,NANA,Beginning Hindi,FALSE
"Lor,Kia",TBA;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,NANA,NANA,Beginning Farsi,FALSE
"Lor,Kia",TBA;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,NANA,NANA,Beginning Romanian,FALSE
"Basile,Joseph M.",.M.W.F. 12:00PM-12:50PM;,FISK121;,19,0,0,0,NA,2,6,6,5,FALSE,01,LANG191,Spring2018,Beginning American Sign Language II,FALSE
"Warren,Leslie A.   Vinci,Keith",.M.W.F. 08:50AM-09:40AM;,FISK121;,19,0,0,5,NA,2,6,6,5,FALSE,02,LANG191,Spring2018,Beginning American Sign Language II,FALSE
"Lor,Kia",TBA;,TBA,35,0,0,35,0,0,0,0,0,FALSE,01,NANA,NANA,Beginning Danish I,FALSE
"Galloway,Kate",.M.W... 01:20PM-02:40PM;,RHH003;,80,5,15,25,NA,5,15,20,20,FALSE,01,MUSC102,Fall2017,World Music,FALSE
"Grant,Roger Mathew",..T.R.. 08:50AM-10:10AM;,RHH003;,60,0,0,29,NA,3,3,22,32,FALSE,01,MUSC103,Fall2017,Materials and Design,FALSE
"Matthusen,Paula",..T.R.. 02:50PM-04:10PM;,RHH003;,40,5,5,1,NA,0,5,5,20,FALSE,01,MUSC109,Fall2017,Introduction to Experimental Music,FALSE
"Balasubrahmaniyan,B.    Nelson,David Paul",..T.R.. 10:20AM-11:40AM;,RHH109;,30,3,3,8,NA,3,3,3,15,FALSE,01,MUSC110,Fall2017,Introduction to South Indian Music,FALSE
"Waterman,Alex",..T.R.. 08:50AM-10:10AM;,AWKS112;,15,NA,NA,0,NA,NA,NA,NA,15,FALSE,01,MUSC129,Fall2017,The Art of Listening,FALSE
"Grant,Roger Mathew",..T.R.. 01:20PM-02:40PM;,MST301;,15,4,4,2,NA,0,1,4,2,FALSE,01,MUSC202,Fall2017,Theory and Analysis,FALSE
"Bruce,Neely",.M.W... 01:20PM-02:40PM;,MST301;,30,0,5,14,NA,0,5,10,10,FALSE,01,MUSC205,Fall2017,Song: Music and Text,FALSE
"Waterman,Alex",..T.R.. 01:20PM-02:40PM;,AWKS112;,16,8,8,0,NA,0,0,0,0,FALSE,01,MUSC223,Fall2017,"Music, Recording, and Sound Design",FALSE
"Kotis,Greg",...W... 01:20PM-04:10PM;,CFAHALL;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,THEA279,Fall2017,Music Theater Workshop,TRUE
"Bruce,Neely",.M.W... 10:50AM-12:10PM;,MST301;,18,5,2,-7,NA,5,2,2,2,FALSE,01,MUSC244,Fall2017,Music of the 20th Century,FALSE
"Hoggard,Jay Clinton",..T.R.. 10:20AM-11:40AM;,CAAS LOUNG;,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC269,Fall2017,Sacred and Secular African American Musics,TRUE
"Charry,Eric",..T.R.. 02:50PM-04:10PM;,MST301;,19,3,4,-1,NA,3,3,4,2,FALSE,01,MUSC275,Fall2017,Music and Downtown New York,TRUE
"Rosenthal,Rob",.M.W... 01:20PM-02:40PM;,PAC002;,30,15,15,18,NA,NA,NA,NA,NA,FALSE,01,SOC239,Fall2017,Sociology of Music in Social Movements,TRUE
"Galloway,Kate",.M.W... 02:50PM-04:10PM;,MST301;,19,4,4,13,NA,2,3,3,3,FALSE,01,MUSC287,Fall2017,Performing the Posthuman: Music and Auditory Culture in the Age of Animanities,TRUE
"Sorey,Tyshawn",.M.W... 10:50AM-12:10PM;,RHH003;,15,7,8,-2,NA,NA,NA,NA,NA,FALSE,01,MUSC300,Fall2017,Seminar for Music Majors,FALSE
"Wiseman,Roy H.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Bennett,Garrett",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,02,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Ribchinsky,Julie Ann",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,03,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Aklaff,Pheeroan",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,05,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Standaart,Peter",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,06,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Hoyle,Robert J.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,07,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Blanchard,Carver",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,08,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Lombardozzi,Tony",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Sesma,Megan",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,11,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Van Cleve,Libby",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Bozzi,Eugene",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,14,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Halsted,Carolyn Frances",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,16,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Braun,William R.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,17,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Simmons,Fred",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,18,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Bennett,Garrett",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,19,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Brown,Nancy",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,22,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Lazur,Allison",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,23,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Warshaw,Marvin D.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,24,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Elliot,Perry C.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,25,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Gale,Priscilla E.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Earhart,Robert",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,27,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Yueh,Chai-lun",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,29,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Duruoz,Cem",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,33,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Scott,Stanley A.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,35,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Edwards,Peter Craig",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,36,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Bergeron,John R.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,37,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Gates,Giacomo",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,38,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Suriyakham,Charlie",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,42,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Stockton,Sarah",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,44,MUSC405,Fall2017,Private Music Lessons for Nonmusic Majors,FALSE
"Wiseman,Roy H.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Bennett,Garrett",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,02,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Ribchinsky,Julie Ann",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,03,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Aklaff,Pheeroan",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,05,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Standaart,Peter",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,06,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Hoyle,Robert J.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,07,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Blanchard,Carver",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,08,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Lombardozzi,Tony",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Sesma,Megan",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,11,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Van Cleve,Libby",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Bozzi,Eugene",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,14,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Halsted,Carolyn Frances",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,16,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Braun,William R.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,17,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Simmons,Fred",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,18,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Bennett,Garrett",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,19,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Brown,Nancy",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,22,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Lazur,Allison",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,23,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Warshaw,Marvin D.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,24,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Elliot,Perry C.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,25,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Gale,Priscilla E.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,26,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Earhart,Robert",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,27,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Yueh,Chai-lun",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,29,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Duruoz,Cem",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,33,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Scott,Stanley A.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,35,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Edwards,Peter Craig",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,36,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Bergeron,John R.",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,37,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Gates,Giacomo",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,38,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Suriyakham,Charlie",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,42,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Stockton,Sarah",TBA;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,44,MUSC406,Fall2017,Private Music Lessons for Declared Music Majors,FALSE
"Balasubrahmaniyan,B.",.M.W... 02:50PM-04:10PM;,RHH109;,10,1,2,2,1,0,0,2,4,FALSE,01,MUSC430,Fall2017,South Indian Voice--Beginning,FALSE
"Nelson,David Paul",TBA;,MST202;,8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC433,Fall2017,South Indian Music--Percussion,FALSE
"Potemkina,Nadya",.M.W... 04:55PM-06:25PM;,CROWELL;,70,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC436,Fall2017,Wesleyan Concert Choir,FALSE
"Potemkina,Nadya",.M..... 07:10PM-09:40PM;,CROWELL;,100,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC439,Fall2017,Wesleyan University Orchestra,FALSE
"Ebrecht,Ronald",..T.R.. 01:20PM-02:40PM;,CHPL;,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,MUSC441,Fall2017,"Pipe Organ in Theory and Practice, from Sanctuary to Stage: A Performance-Based Examination of Music",FALSE
"Ebrecht,Ronald",..T.R.. 02:50PM-04:10PM;,CHPL;,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,02,MUSC441,Fall2017,"Pipe Organ in Theory and Practice, from Sanctuary to Stage: A Performance-Based Examination of Music",FALSE
